time_iso8601,forks_cumulative
2023-06-12 00:00:00+00:00,25260
2023-06-13 00:00:00+00:00,25348
2023-06-14 00:00:00+00:00,25404
2023-06-15 00:00:00+00:00,25461
2023-06-16 00:00:00+00:00,25502
2023-06-17 00:00:00+00:00,25541
2023-06-18 00:00:00+00:00,25584
2023-06-19 00:00:00+00:00,25641
2023-06-20 00:00:00+00:00,25695
2023-06-21 00:00:00+00:00,25758
2023-06-22 00:00:00+00:00,25795
2023-06-23 00:00:00+00:00,25830
2023-06-24 00:00:00+00:00,25869
2023-06-25 00:00:00+00:00,25928
2023-06-26 00:00:00+00:00,25989
2023-06-27 00:00:00+00:00,26030
2023-06-28 00:00:00+00:00,26088
2023-06-29 00:00:00+00:00,26119
2023-06-30 00:00:00+00:00,26155
2023-07-01 00:00:00+00:00,26189
2023-07-02 00:00:00+00:00,26229
2023-07-03 00:00:00+00:00,26281
2023-07-04 00:00:00+00:00,26319
2023-07-05 00:00:00+00:00,26366
2023-07-06 00:00:00+00:00,26423
2023-07-07 00:00:00+00:00,26465
2023-07-08 00:00:00+00:00,26492
2023-07-09 00:00:00+00:00,26534
2023-07-10 00:00:00+00:00,26581
2023-07-11 00:00:00+00:00,26619
2023-07-12 00:00:00+00:00,26655
2023-07-13 00:00:00+00:00,26687
2023-07-14 00:00:00+00:00,26720
2023-07-15 00:00:00+00:00,26747
2023-07-16 00:00:00+00:00,26781
2023-07-17 00:00:00+00:00,26816
2023-07-18 00:00:00+00:00,26856
2023-07-19 00:00:00+00:00,26893
2023-07-20 00:00:00+00:00,26921
2023-07-21 00:00:00+00:00,26958
2023-07-22 00:00:00+00:00,26971
2023-07-23 00:00:00+00:00,26990
2023-07-24 00:00:00+00:00,27018
2023-07-25 00:00:00+00:00,27044
2023-07-26 00:00:00+00:00,27080
2023-07-27 00:00:00+00:00,27103
2023-07-28 00:00:00+00:00,27128
2023-07-29 00:00:00+00:00,27150
2023-07-30 00:00:00+00:00,27170
2023-07-31 00:00:00+00:00,27198
2023-08-01 00:00:00+00:00,27231
2023-08-02 00:00:00+00:00,27255
2023-08-03 00:00:00+00:00,27291
2023-08-04 00:00:00+00:00,27311
2023-08-05 00:00:00+00:00,27331
2023-08-06 00:00:00+00:00,27350
2023-08-07 00:00:00+00:00,27369
2023-08-08 00:00:00+00:00,27393
2023-08-09 00:00:00+00:00,27412
2023-08-10 00:00:00+00:00,27428
2023-08-11 00:00:00+00:00,27455
2023-08-12 00:00:00+00:00,27470
2023-08-13 00:00:00+00:00,27482
2023-08-14 00:00:00+00:00,27494
2023-08-15 00:00:00+00:00,27516
2023-08-16 00:00:00+00:00,27537
2023-08-17 00:00:00+00:00,27568
2023-08-18 00:00:00+00:00,27583
2023-08-19 00:00:00+00:00,27595
2023-08-20 00:00:00+00:00,27612
2023-08-21 00:00:00+00:00,27628
2023-08-22 00:00:00+00:00,27643
2023-08-23 00:00:00+00:00,27664
2023-08-24 00:00:00+00:00,27677
2023-08-25 00:00:00+00:00,27695
2023-08-26 00:00:00+00:00,27710
2023-08-27 00:00:00+00:00,27721
2023-08-28 00:00:00+00:00,27748
2023-08-29 00:00:00+00:00,27770
2023-08-30 00:00:00+00:00,27790
2023-08-31 00:00:00+00:00,27809
2023-09-01 00:00:00+00:00,27828
2023-09-02 00:00:00+00:00,27844
2023-09-03 00:00:00+00:00,27852
2023-09-04 00:00:00+00:00,27867
2023-09-05 00:00:00+00:00,27882
2023-09-06 00:00:00+00:00,27900
2023-09-07 00:00:00+00:00,27918
2023-09-08 00:00:00+00:00,27936
2023-09-09 00:00:00+00:00,27954
2023-09-10 00:00:00+00:00,27969
2023-09-11 00:00:00+00:00,27984
2023-09-12 00:00:00+00:00,28005
2023-09-13 00:00:00+00:00,28024
2023-09-14 00:00:00+00:00,28043
2023-09-15 00:00:00+00:00,28062
2023-09-16 00:00:00+00:00,28076
2023-09-17 00:00:00+00:00,28096
2023-09-18 00:00:00+00:00,28125
2023-09-19 00:00:00+00:00,28161
2023-09-20 00:00:00+00:00,28200
2023-09-21 00:00:00+00:00,28235
2023-09-22 00:00:00+00:00,28261
2023-09-23 00:00:00+00:00,28295
2023-09-24 00:00:00+00:00,28328
2023-09-25 00:00:00+00:00,28385
2023-09-26 00:00:00+00:00,28455
2023-09-27 00:00:00+00:00,28536
2023-09-28 00:00:00+00:00,28616
2023-09-29 00:00:00+00:00,28711
2023-09-30 00:00:00+00:00,28773
2023-10-01 00:00:00+00:00,28841
2023-10-02 00:00:00+00:00,28908
2023-10-03 00:00:00+00:00,28984
2023-10-04 00:00:00+00:00,29062
2023-10-05 00:00:00+00:00,29125
2023-10-06 00:00:00+00:00,29195
2023-10-07 00:00:00+00:00,29265
2023-10-08 00:00:00+00:00,29336
2023-10-09 00:00:00+00:00,29429
2023-10-10 00:00:00+00:00,29510
2023-10-11 00:00:00+00:00,29602
2023-10-12 00:00:00+00:00,29674
2023-10-13 00:00:00+00:00,29744
2023-10-14 00:00:00+00:00,29802
2023-10-15 00:00:00+00:00,29849
2023-10-16 00:00:00+00:00,29923
2023-10-17 00:00:00+00:00,29973
2023-10-18 00:00:00+00:00,30051
2023-10-19 00:00:00+00:00,30138
2023-10-20 00:00:00+00:00,30209
2023-10-21 00:00:00+00:00,30263
2023-10-22 00:00:00+00:00,30319
2023-10-23 00:00:00+00:00,30417
2023-10-24 00:00:00+00:00,30504
2023-10-25 00:00:00+00:00,30593
2023-10-26 00:00:00+00:00,30695
2023-10-27 00:00:00+00:00,30769
2023-10-28 00:00:00+00:00,30827
2023-10-29 00:00:00+00:00,30870
2023-10-30 00:00:00+00:00,30948
2023-10-31 00:00:00+00:00,31017
2023-11-01 00:00:00+00:00,31091
2023-11-02 00:00:00+00:00,31175
2023-11-03 00:00:00+00:00,31241
2023-11-04 00:00:00+00:00,31295
2023-11-05 00:00:00+00:00,31353
2023-11-06 00:00:00+00:00,31415
2023-11-07 00:00:00+00:00,31497
2023-11-08 00:00:00+00:00,31565
2023-11-09 00:00:00+00:00,31619
2023-11-10 00:00:00+00:00,31669
2023-11-11 00:00:00+00:00,31719
2023-11-12 00:00:00+00:00,31766
2023-11-13 00:00:00+00:00,31825
2023-11-14 00:00:00+00:00,31896
2023-11-15 00:00:00+00:00,31954
2023-11-16 00:00:00+00:00,32008
2023-11-17 00:00:00+00:00,32057
2023-11-18 00:00:00+00:00,32102
2023-11-19 00:00:00+00:00,32154
2023-11-20 00:00:00+00:00,32229
2023-11-21 00:00:00+00:00,32299
2023-11-22 00:00:00+00:00,32357
2023-11-23 00:00:00+00:00,32419
2023-11-24 00:00:00+00:00,32463
2023-11-25 00:00:00+00:00,32497
2023-11-26 00:00:00+00:00,32536
2023-11-27 00:00:00+00:00,32589
2023-11-28 00:00:00+00:00,32637
2023-11-29 00:00:00+00:00,32690
2023-11-30 00:00:00+00:00,32735
2023-12-01 00:00:00+00:00,32779
2023-12-02 00:00:00+00:00,32827
2023-12-03 00:00:00+00:00,32875
2023-12-04 00:00:00+00:00,32918
2023-12-05 00:00:00+00:00,32969
2023-12-06 00:00:00+00:00,33022
2023-12-07 00:00:00+00:00,33074
2023-12-08 00:00:00+00:00,33110
2023-12-09 00:00:00+00:00,33146
2023-12-10 00:00:00+00:00,33192
2023-12-11 00:00:00+00:00,33235
2023-12-12 00:00:00+00:00,33275
2023-12-13 00:00:00+00:00,33330
2023-12-14 00:00:00+00:00,33374
2023-12-15 00:00:00+00:00,33427
2023-12-16 00:00:00+00:00,33459
2023-12-17 00:00:00+00:00,33491
2023-12-18 00:00:00+00:00,33543
2023-12-19 00:00:00+00:00,33580
2023-12-20 00:00:00+00:00,33616
2023-12-21 00:00:00+00:00,33660
2023-12-22 00:00:00+00:00,33691
2023-12-23 00:00:00+00:00,33721
2023-12-24 00:00:00+00:00,33749
2023-12-25 00:00:00+00:00,33783
2023-12-26 00:00:00+00:00,33828
2023-12-27 00:00:00+00:00,33882
2023-12-28 00:00:00+00:00,33911
2023-12-29 00:00:00+00:00,33939
2023-12-30 00:00:00+00:00,33961
2023-12-31 00:00:00+00:00,33979
2024-01-01 00:00:00+00:00,34001
2024-01-02 00:00:00+00:00,34051
2024-01-03 00:00:00+00:00,34099
2024-01-04 00:00:00+00:00,34143
2024-01-05 00:00:00+00:00,34177
2024-01-06 00:00:00+00:00,34206
2024-01-07 00:00:00+00:00,34235
2024-01-08 00:00:00+00:00,34263
2024-01-09 00:00:00+00:00,34299
2024-01-10 00:00:00+00:00,34335
2024-01-11 00:00:00+00:00,34370
2024-01-12 00:00:00+00:00,34404
2024-01-13 00:00:00+00:00,34433
2024-01-14 00:00:00+00:00,34465
2024-01-15 00:00:00+00:00,34508
2024-01-16 00:00:00+00:00,34543
2024-01-17 00:00:00+00:00,34573
2024-01-18 00:00:00+00:00,34616
2024-01-19 00:00:00+00:00,34653
2024-01-20 00:00:00+00:00,34676
2024-01-21 00:00:00+00:00,34707
2024-01-22 00:00:00+00:00,34736
2024-01-23 00:00:00+00:00,34778
2024-01-24 00:00:00+00:00,34815
2024-01-25 00:00:00+00:00,34848
2024-01-26 00:00:00+00:00,34873
2024-01-27 00:00:00+00:00,34901
2024-01-28 00:00:00+00:00,34932
2024-01-29 00:00:00+00:00,34964
2024-01-30 00:00:00+00:00,35007
2024-01-31 00:00:00+00:00,35037
2024-02-01 00:00:00+00:00,35066
2024-02-02 00:00:00+00:00,35089
2024-02-03 00:00:00+00:00,35115
2024-02-04 00:00:00+00:00,35149
2024-02-05 00:00:00+00:00,35189
2024-02-06 00:00:00+00:00,35228
2024-02-07 00:00:00+00:00,35260
2024-02-08 00:00:00+00:00,35287
2024-02-09 00:00:00+00:00,35314
2024-02-10 00:00:00+00:00,35334
2024-02-11 00:00:00+00:00,35357
2024-02-12 00:00:00+00:00,35380
2024-02-13 00:00:00+00:00,35405
2024-02-14 00:00:00+00:00,35430
2024-02-15 00:00:00+00:00,35461
2024-02-16 00:00:00+00:00,35490
2024-02-17 00:00:00+00:00,35513
2024-02-18 00:00:00+00:00,35540
2024-02-19 00:00:00+00:00,35582
2024-02-20 00:00:00+00:00,35615
2024-02-21 00:00:00+00:00,35665
2024-02-22 00:00:00+00:00,35705
2024-02-23 00:00:00+00:00,35749
2024-02-24 00:00:00+00:00,35793
2024-02-25 00:00:00+00:00,35836
2024-02-26 00:00:00+00:00,35881
2024-02-27 00:00:00+00:00,35933
2024-02-28 00:00:00+00:00,35979
2024-02-29 00:00:00+00:00,36028
2024-03-01 00:00:00+00:00,36079
2024-03-02 00:00:00+00:00,36107
2024-03-03 00:00:00+00:00,36132
2024-03-04 00:00:00+00:00,36178
2024-03-05 00:00:00+00:00,36215
2024-03-06 00:00:00+00:00,36261
2024-03-07 00:00:00+00:00,36295
2024-03-08 00:00:00+00:00,36320
2024-03-09 00:00:00+00:00,36349
2024-03-10 00:00:00+00:00,36380
2024-03-11 00:00:00+00:00,36420
2024-03-12 00:00:00+00:00,36452
2024-03-13 00:00:00+00:00,36492
2024-03-14 00:00:00+00:00,36560
2024-03-15 00:00:00+00:00,36611
2024-03-16 00:00:00+00:00,36644
2024-03-17 00:00:00+00:00,36678
2024-03-18 00:00:00+00:00,36717
2024-03-19 00:00:00+00:00,36769
2024-03-20 00:00:00+00:00,36813
2024-03-21 00:00:00+00:00,36850
2024-03-22 00:00:00+00:00,36879
2024-03-23 00:00:00+00:00,36912
2024-03-24 00:00:00+00:00,36939
2024-03-25 00:00:00+00:00,36983
2024-03-26 00:00:00+00:00,37025
2024-03-27 00:00:00+00:00,37069
2024-03-28 00:00:00+00:00,37112
2024-03-29 00:00:00+00:00,37151
2024-03-30 00:00:00+00:00,37188
2024-03-31 00:00:00+00:00,37218
2024-04-01 00:00:00+00:00,37263
2024-04-02 00:00:00+00:00,37301
2024-04-03 00:00:00+00:00,37346
2024-04-04 00:00:00+00:00,37383
2024-04-05 00:00:00+00:00,37407
2024-04-06 00:00:00+00:00,37430
2024-04-07 00:00:00+00:00,37462
2024-04-08 00:00:00+00:00,37494
2024-04-09 00:00:00+00:00,37516
2024-04-10 00:00:00+00:00,37553
2024-04-11 00:00:00+00:00,37581
2024-04-12 00:00:00+00:00,37607
2024-04-13 00:00:00+00:00,37632
2024-04-14 00:00:00+00:00,37656
2024-04-15 00:00:00+00:00,37694
2024-04-16 00:00:00+00:00,37747
2024-04-17 00:00:00+00:00,37797
2024-04-18 00:00:00+00:00,37850
2024-04-19 00:00:00+00:00,37879
2024-04-20 00:00:00+00:00,37902
2024-04-21 00:00:00+00:00,37932
2024-04-22 00:00:00+00:00,37973
2024-04-23 00:00:00+00:00,38025
2024-04-24 00:00:00+00:00,38064
2024-04-25 00:00:00+00:00,38089
2024-04-26 00:00:00+00:00,38110
2024-04-27 00:00:00+00:00,38137
2024-04-28 00:00:00+00:00,38161
2024-04-29 00:00:00+00:00,38192
2024-04-30 00:00:00+00:00,38226
2024-05-01 00:00:00+00:00,38253
2024-05-02 00:00:00+00:00,38279
2024-05-03 00:00:00+00:00,38299
2024-05-04 00:00:00+00:00,38324
2024-05-05 00:00:00+00:00,38344
2024-05-06 00:00:00+00:00,38367
2024-05-07 00:00:00+00:00,38406
2024-05-08 00:00:00+00:00,38436
2024-05-09 00:00:00+00:00,38457
2024-05-10 00:00:00+00:00,38478
2024-05-11 00:00:00+00:00,38505
2024-05-12 00:00:00+00:00,38526
2024-05-13 00:00:00+00:00,38553
2024-05-14 00:00:00+00:00,38583
2024-05-15 00:00:00+00:00,38626
2024-05-16 00:00:00+00:00,38671
2024-05-17 00:00:00+00:00,38700
2024-05-18 00:00:00+00:00,38726
2024-05-19 00:00:00+00:00,38765
2024-05-20 00:00:00+00:00,38795
2024-05-21 00:00:00+00:00,38833
2024-05-22 00:00:00+00:00,38870
2024-05-23 00:00:00+00:00,38895
2024-05-24 00:00:00+00:00,38925
2024-05-25 00:00:00+00:00,38948
2024-05-26 00:00:00+00:00,38977
2024-05-27 00:00:00+00:00,39003
2024-05-28 00:00:00+00:00,39034
2024-05-29 00:00:00+00:00,39068
2024-05-30 00:00:00+00:00,39097
2024-05-31 00:00:00+00:00,39118
2024-06-01 00:00:00+00:00,39147
2024-06-02 00:00:00+00:00,39166
2024-06-03 00:00:00+00:00,39192
2024-06-04 00:00:00+00:00,39219
2024-06-05 00:00:00+00:00,39261
2024-06-06 00:00:00+00:00,39295
